Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Status
modern-purair-home-rh2-steam-humidifier-ducted-package,Modern PURAIR Home RH2+ Steam Humidifier Ducted Package,"<p>RH2+ self-generating electrode type steam humidifier for ducted applications.</p>
<p>110-240VAC</p>
<p>Package includes:</p>
<p>Duct Mounted Humidifier, Steam Hose Kit, Steam Distributor, Duct Mounted Humidistat, Outdoor Mount Temperature Sensor</p>
<p>For more information, you can view/download the <a href=""https://cdn.shopify.com/s/files/1/0883/2679/9661/files/RH2_Duct_Spec_Sheet_DYN.pdf?v=1722457019"">Spec Sheet</a> and <a href=""https://cdn.shopify.com/s/files/1/0883/2679/9661/files/2601564-A_RH2_Installation_and_Operation_DynamicAir.pdf?v=1722457192"">Install Manual</a>.</p>
<p> </p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,Humidifiers,MPA,true,Title,Default Title,,,,,,,,RH2-DUCT-PKG,0.0,,0,deny,manual,true,false,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/SLAHumidDuctPackage900x900_bd9dcb01-9e97-46fe-a810-1d1e1eb2a84c.jpg?v=1722425913,1,,false,,,,lb,,active
modern-purair-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,Modern PURAIR Sterile Sweep® Fixed Mount - FM3 UVC/UVV Triple Germicidal/Oxidation System,"<p>- Fixed Mount UVC lamp unit with 12"" and 16"" sizes available<br>- Two year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10-ton AHU</p>
<p>For more information, see our <span></span><a href=""https://dynamiconlineorders.ca/pages/ultraviolet-frequently-asked-questions"">UV Frequently Asked Questions</a> <span></span>page or view/download the<span></span> <a href=""https://cdn.shopify.com/s/files/1/0883/2679/9661/files/UV-FM_Spec_Sheet_DYN_801.pdf?v=1722455322"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a></p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Air Purifiers,Fixed Mount UV,MPA,true,Size,"12""",,,,,,,,FM3-12/12/5,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/FM3-16-16-5_PURAIR.png?v=1722435289,1,,false,,,,lb,,active
modern-purair-fm-3-uvc-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM3-16/16/5,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
modern-purair-fm-2-uvc-uvv-dual-germicidal-oxidation-system,Modern PURAIR Sterile Sweep® Fixed Mount - FM2 UVC/UVV Dual Germicidal/Oxidation  System,"<p>- Fixed Mount UVC lamp unit with 12"" and 16"" sizes available<br>- Two-year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10-ton AHU<br></p>
<p>For more information, see our <span></span><a href=""https://dynamiconlineorders.ca/pages/ultraviolet-frequently-asked-questions"">UV Frequently Asked Questions</a> <span></span>page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0883/2679/9661/files/UV-FM_Spec_Sheet_DYN_801.pdf?v=1722455322"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a></p>
<ul></ul>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Air Purifiers,Fixed Mount UV,MPA,true,Size,"12""",,,,,,,,FM2-12/5,0.0,,-2,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/MPA_FM2-16-5.png?v=1722446274,1,,false,,,,lb,,active
modern-purair-fm-2-uvc-uvv-dual-germicidal-oxidation-system,,,,,,,,,"16""",,,,,,,,FM2-16/5,0.0,,-90,deny,manual,true,true,,,,,,,,,,,,,lb,,
modern-purair-fm-1-oxidation-system,"Modern PURAIR Sterile Sweep® FM1-5, One 5” UVV Oxidation Unit","<p>120/240 volt fixed mount 5"" oxidation unit (FM1-5)</p>
<p>For more information, see our <a href=""https://dynamiconlineorders.ca/pages/ultraviolet-frequently-asked-questions"">Ultraviolet Frequently Asked Questions</a> page.</p>",Dynamic AQS,Uncategorized,Fixed Mount UV,MPA,true,Title,Default Title,,,,,,,,FM1-5,0.0,,-1,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/FM1-5_Modern_PURAIR.png?v=1722435204,1,,false,,,,lb,,active
modern-purair-fm-1-germicidal-uv-system,Modern PURAIR Sterile Sweep® Fixed Mount - FM1 Germicidal UVC System,"<p>- Fixed Mount UVC lamp unit with 12"" and 16"" sizes available<br>- Two-year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10-ton AHU<br></p>
<p>For more information, see our <span></span><a href=""https://dynamiconlineorders.ca/pages/ultraviolet-frequently-asked-questions"">UV Frequently Asked Questions</a> <span></span>page or view/download the <span></span><a href=""https://cdn.shopify.com/s/files/1/0883/2679/9661/files/UV-FM_Spec_Sheet_DYN_801.pdf?v=1722455322"">Spec Sheet</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a></p>",Dynamic AQS,Home & Garden > Household Appliances > Climate Control Appliances > Air Purifiers,Fixed Mount UV,MPA,true,Size,"12""",,,,,,,,FM1-12,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/FM1-16_Modern_PURAIR_Blue.png?v=1722434344,1,,false,,,,lb,,active
modern-purair-fm-1-germicidal-uv-system,,,,,,,,,"16""",,,,,,,,FM1-16,0.0,,-1,deny,manual,true,true,,,,,,,,,,,,,lb,,
modern-purair-300cfm-bypass-hepa-system,Modern PURAIR 300 CFM Bypass HEPA System,"<p>300 CFM Bypass HEPA System with 1.5-inch pre-filter and 2-inch HEPA.</p>
<p>HP-300</p>
<p>Options ordered separately</p>
<ul>
<li><a href=""/collections/hepa/products/hepa-collar-mount-kit"">8"" Collars for remote mount</a></li>
<li><a href=""https://dynamiconlineorders.ca/collections/bypass-hepa/products/activated-carbon-edge-panel"">Activated Carbon Insert</a></li>
</ul>
<p><span>Notes</span></p>
<ul>
<li>For more information, v<span data-mce-fragment=""1"">iew/download the </span><a href=""https://cdn.shopify.com/s/files/1/0883/2679/9661/files/HEPA_Spec_Sheet_DYN_472.pdf?v=1722452466"">Spec Sheet</a><a data-mce-fragment=""1"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"" aria-describedby=""a11y-external-message"" data-mce-href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/ASV-801_FM_Models_Spec_Sheet_0321.pdf?v=1617747960"">.</a>
</li>
</ul>",Dynamic AQS,Uncategorized,HEPA,MPA,true,Title,Default Title,,,,,,,,HP-300,0.0,,-3,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/HEPA-ModernPurAir.png?v=1722435396,1,,false,,,,lb,,active
z-bracket-with-magnet-for-remote-uvc-lamp,"UV-500483-MG, Z Bracket with Magnet for the Remote Mount UVC Lamps",<p>Z Bracket with Magnet for Remote UVC Lamp</p>,Dynamic AQS,Uncategorized,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,UV-500483-MG,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/Zbracket.png?v=1722367648,1,,false,,,,lb,,active
uvv-rm1-remote-oxidation-lamp,"Sterile Sweep® Remote Mount - RM1-5"" UVV Oxidation lamp unit (Without Ballast)","<p>- Remote Mount UVV 5"" oxidation unit (needs ballast)<br>- Two year warranty against lamp defects<br>- Lifetime warranty on all electric components<br>- Auto sensing ballast automatically compensates 120-277VAC 50/60Hz<br>- Suitable for up to a 10 ton AHU<br></p>
<p><br></p>
<ul></ul>",Dynamic AQS,,Remote Mount UV,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,RM1-5,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/RM1-5withoutballast.jpg?v=1722367645,1,,false,,,,lb,,active
uvv-oxidation-replacement-lamp,UVV5CL UVV Oxidation Replacement Lamp,"<p>UVV5CL, one 5 UVV Oxidation replacement lamp for RM1-5, FM1-5, or FM1-5WB.</p>",Dynamic AQS,Uncategorized,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,UVV5CL,0.0,,-3,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/LSK-503-5.png?v=1722367642,1,,false,,,,lb,,active
uvc-germicidal-replacement-lamp,UVC Germicidal Replacement Lamp,"<p>LSK-36-16 (16) or LSK-24-12 (12) UVC Germicidal Replacement Lamp (Comes in 16 or 12) Replacement for FM1-16, FM1-12, RM1-16, RM1-12, RL-16 (note: RM2-16/16 will need two of these replacement lamps).</p>",Dynamic AQS,,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Size,"16""",,,,,,,,LSK-36-16,0.0,,-33,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/ReplacementLampUVC.png?v=1722367639,1,,false,,,,lb,,active
uvc-germicidal-remote-lamp,RL-16 (16” UVC lamp) or RL-12 (12” UVC lamp) (Needs Ballast),"<p>UVC Germicidal Remote lamp (RL-12, RL-16)<br></p>",Dynamic AQS,,Remote Mount UV,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Size,"12""",,,,,,,,RL-12,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/RL-16.jpg?v=1722367637,1,,false,,,,lb,,active
uvc-germicidal-remote-lamp,,,,,,,,,"16""",,,,,,,,RL-16,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
uv-wire-pack,Extra Wire Pack and Instructions,<p>Wire pack and instructions.</p>,Dynamic AQS,,1 Inch Air Cleaners,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,WP,0.0,,-18,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/WirePack.png?v=1722367635,1,,false,,,,lb,,active
uv-replacement-uvc-and-uvv-bulbs,Replacement Lamp Kit for FM2 and RM2 UVC/UVV Sterile Sweep Systems,"<p>LSK-25403-16 (16"" &amp; 5"") or LSK-25403-12 (12"" &amp; 5"") UVC/UVV combo Replacement Lamps</p>
<p>Comes in 16 or 12 UVC lamp plus one 5 UVV lamp.</p>
<p>Replacement for FM2-16/5, FM2-12/5, RM2-16/5, RM2-12/5.</p>
<p>For replacement lamps for the <strong>RM3-16/16/5</strong> click <a href=""https://dynamiconlineorders.ca/collections/uv-replacement-lamps-and-accessories/products/lsk-25403-16-2-or-lsk-25403-12-2-uvv-uvc-combo-replacement-lamps"">here</a>.</p>
<p> </p>",Dynamic AQS,Uncategorized,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,"12""",,,,,,,,LSK-25403-12,0.0,,-43,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/LSK-25403.png?v=1722367632,1,,false,,,,lb,,active
uv-replacement-uvc-and-uvv-bulbs,,,,,,,,,"16""",,,,,,,,LSK-25403-16,0.0,,-30,deny,manual,true,true,,,,,,,,,,,,,lb,,
uv-replacement-lamp-for-economy-remote,LSK-24V-14 UVC Replacement Lamp for Economy Remote,"<p>LSK-24V-14, one 14 UVC Germicidal lamp replacement for the RM1-2414 Economy Remote (Formally <span>ERUV14-24V)</span> unit only.</p>
<p>Not for RM or FM units.<br></p>",Dynamic AQS,Uncategorized,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,LSK-24V-14,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/ReplacementLamp24v_5c22fd7a-971f-4777-a1c5-d5142f46892a.png?v=1722367629,1,,false,,,,lb,,active
uv-reflector-plate-for-uvc-lamps,UV-500484 (for 16” lamp) or UV-500489 (for 12” lamp) Lamp Reflectors,<p>Reflector Plate for UVC lamps</p>,Dynamic AQS,Uncategorized,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Size,"12""",,,,,,,,UV-500489-12,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/UVCreflector_4c2eac0e-ec0a-4e7b-b74c-ab94ad10a6a4.png?v=1722367626,1,,false,,,,lb,,active
uv-reflector-plate-for-uvc-lamps,,,,,,,,,"16""",,,,,,,,UV-500484-16,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
uv-offset-duct-board-adapter-plate,UV-500423-OS or UV-500423FM-OS / UV-500B423FM-OS Offset Duct Board Adaptor Plate,"<p>Offset Duct Board Adapter Plates. There are three options:</p>
<ol>
<li>Fixed mount (Grey - FM) - for the old grey FM unit with a germicidal bulb and a UVV bulb (UV-500423FM-OS)</li>
<li>Fixed Mount (Blue - FM) - for the new blue FM unit with a germicidal bulb and a UVV bulb (UV-500B423FM-OS)<br>
</li>
<li>Remote Mount - for the RM unit with an oxidizing UVV unit (UV-500423-OS)<br>
</li>
</ol>",Dynamic AQS,Uncategorized,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Size,UV-500423FM-OS,,,,,,,,UV-500423FM-OS,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/OffsetRM_08361a44-4c9b-4d7b-9213-d5f691637cab.png?v=1722367624,1,,false,,,,lb,,active
uv-offset-duct-board-adapter-plate,,,,,,,,,UV-500423-OS,,,,,,,,UV-500423-OS,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/OffsetFM.png?v=1722367624,2,,,,,,lb,,
uv-offset-duct-board-adapter-plate,,,,,,,,,UV-500B423FM-OS,,,,,,,,UV-500B423FM-OS,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/500B423FM-OS.jpg?v=1722367624,3,,,,,,lb,,
uv-magnetic-reflector-plate-for-uvc-lamps,UV-500484-MG-16 (for 16” lamp) or UV-500489-MG-12 (for 12” lamp) Magnet Lamp Reflector for UVC Lamps,"<p class=""MsoNormal"" style=""mso-margin-top-alt: auto; margin-bottom: 3.0pt; background: white;""><span style=""font-size: 11.5pt; font-family: 'Helvetica',sans-serif; color: #333232; background: white;"">Magnetic Reflector Plate for reflecting UV towards or away from objects in a metal duct </span><span style=""font-size: 11.5pt; font-family: 'Helvetica',sans-serif;""></span></p>",Dynamic AQS,Uncategorized,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Size,"12""",,,,,,,,UV-500489-12-MG,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/MagReflector_2a450ebb-588c-4379-b479-9332de962d2d.png?v=1722367617,1,,false,,,,lb,,active
uv-magnetic-reflector-plate-for-uvc-lamps,,,,,,,,,"16""",,,,,,,,UV-500484-16-MG,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
uv-l-bracket-with-magnet-for-remote-uvc-lamp,"UV-500423-2 L, L Bracket with Magnet for the RM1-5 Remote Oxidizer","<p>Magnetic L-Bracket, For Use With RM1-5 Remote-Mount oxidizer inside an AHU</p>",Dynamic AQS,Uncategorized,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,UV-500423-2L,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/500423-2L.jpg?v=1722367615,1,,false,,,,lb,,active
uv-inline-fuse,R3-64 Inline 5A Fuse,"<p>Connection wire with inline 5 amp fuse (FL)</p>
<p>For use in some markets to meet code</p>",Dynamic AQS,Uncategorized,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,UV-FUSE R3-64,0.0,,-2,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/cordwithfuse.png?v=1722367613,1,,false,,,,lb,,active
uv-economy-remote-24v-14-55-microwatt-lamp,"Economy Remote Germicidal UVC 14"" Lamp - 24 volt - 55 Microwatts","<p>-14"" coil irradiation UVC unit (formerly ERUV14-24V).<br>-Ballast operates with 24 volts<br>-Recommended cleaning every 12 months<br>-Recommended replacing every 24 months</p>",Dynamic AQS,Uncategorized,Remote Mount UV,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,RM1-2414-T,0.0,,-1,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/ERUV_130e2da7-5b70-4f1b-b23c-2768645ad896.png?v=1722367610,1,,false,,,,lb,,active
uv-current-sensing-relay,UV-FCS003 Current Sensing Relay,"<p>Current sensing relay.</p>
<p>Turns the UV unit on and off with the system’s fan</p>",Dynamic AQS,Uncategorized,UV Accessories,"ASV, CAD, ECO, MPA, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,UV-FCS003,0.0,,-21,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0883/2679/9661/files/CurrentSensingRelay.png?v=1722367608,1,,false,,,,lb,,active
